Mod:Item:MetaData, Localized Name
gregtech:fluid_pipe_huge:113, Huge Titanium Fluid Pipe
gregtech:fluid_pipe_huge:115, Huge Tungsten Fluid Pipe
gregtech:fluid_pipe_huge:396, Huge Tungstencarbide Fluid Pipe
gregtech:fluid_pipe_huge:2013, Huge Tungstensteel Fluid Pipe
gregtech:fluid_pipe_huge:2036, Huge Vanadiumsteel Fluid Pipe
gregtech:fluid_pipe_quadruple:2, Quadruple Aluminium Fluid Pipe
gregtech:fluid_pipe_quadruple:260, Quadruple Bronze Fluid Pipe
gregtech:fluid_pipe_quadruple:22, Quadruple Chrome Fluid Pipe
gregtech:fluid_pipe_quadruple:25, Quadruple Copper Fluid Pipe
gregtech:fluid_pipe_quadruple:129, Quadruple Duranium Fluid Pipe
gregtech:fluid_pipe_quadruple:33, Quadruple Europium Fluid Pipe
gregtech:fluid_pipe_quadruple:41, Quadruple Gold Fluid Pipe
gregtech:fluid_pipe_quadruple:50, Quadruple Iridium Fluid Pipe
gregtech:fluid_pipe_quadruple:55, Quadruple Lead Fluid Pipe
gregtech:fluid_pipe_quadruple:124, Quadruple Naquadah Fluid Pipe
gregtech:fluid_pipe_quadruple:127, Quadruple Neutronium Fluid Pipe
gregtech:fluid_pipe_quadruple:296, Quadruple Niobium-Titanium Fluid Pipe
gregtech:fluid_pipe_quadruple:1012, Quadruple Polyethylene (PE) Fluid Pipe
gregtech:fluid_pipe_quadruple:1010, Quadruple Polybenzimidazole (PBI) Fluid Pipe
gregtech:fluid_pipe_quadruple:1016, Quadruple Polytetrafluoroethylene (PTFE) Fluid Pipe
gregtech:fluid_pipe_quadruple:2037, Quadruple Potin Fluid Pipe
gregtech:fluid_pipe_quadruple:323, Quadruple Stainless Steel Fluid Pipe
gregtech:fluid_pipe_quadruple:324, Quadruple Steel Fluid Pipe
gregtech:fluid_pipe_quadruple:328, Quadruple Tin Alloy Fluid Pipe
gregtech:fluid_pipe_quadruple:113, Quadruple Titanium Fluid Pipe
gregtech:fluid_pipe_quadruple:115, Quadruple Tungsten Fluid Pipe
gregtech:fluid_pipe_quadruple:396, Quadruple Tungstencarbide Fluid Pipe
gregtech:fluid_pipe_quadruple:2013, Quadruple Tungstensteel Fluid Pipe
gregtech:fluid_pipe_quadruple:2036, Quadruple Vanadiumsteel Fluid Pipe
gregtech:fluid_pipe_nonuple:2, Nonuple Aluminium Fluid Pipe
gregtech:fluid_pipe_nonuple:260, Nonuple Bronze Fluid Pipe
gregtech:fluid_pipe_nonuple:22, Nonuple Chrome Fluid Pipe
gregtech:fluid_pipe_nonuple:25, Nonuple Copper Fluid Pipe
gregtech:fluid_pipe_nonuple:129, Nonuple Duranium Fluid Pipe
gregtech:fluid_pipe_nonuple:33, Nonuple Europium Fluid Pipe
gregtech:fluid_pipe_nonuple:41, Nonuple Gold Fluid Pipe
gregtech:fluid_pipe_nonuple:50, Nonuple Iridium Fluid Pipe
gregtech:fluid_pipe_nonuple:55, Nonuple Lead Fluid Pipe
gregtech:fluid_pipe_nonuple:124, Nonuple Naquadah Fluid Pipe
gregtech:fluid_pipe_nonuple:127, Nonuple Neutronium Fluid Pipe
gregtech:fluid_pipe_nonuple:296, Nonuple Niobium-Titanium Fluid Pipe
gregtech:fluid_pipe_nonuple:1012, Nonuple Polyethylene (PE) Fluid Pipe
gregtech:fluid_pipe_nonuple:1010, Nonuple Polybenzimidazole (PBI) Fluid Pipe
gregtech:fluid_pipe_nonuple:1016, Nonuple Polytetrafluoroethylene (PTFE) Fluid Pipe
gregtech:fluid_pipe_nonuple:2037, Nonuple Potin Fluid Pipe
gregtech:fluid_pipe_nonuple:323, Nonuple Stainless Steel Fluid Pipe
gregtech:fluid_pipe_nonuple:324, Nonuple Steel Fluid Pipe
gregtech:fluid_pipe_nonuple:328, Nonuple Tin Alloy Fluid Pipe
gregtech:fluid_pipe_nonuple:113, Nonuple Titanium Fluid Pipe
gregtech:fluid_pipe_nonuple:115, Nonuple Tungsten Fluid Pipe
gregtech:fluid_pipe_nonuple:396, Nonuple Tungstencarbide Fluid Pipe
gregtech:fluid_pipe_nonuple:2013, Nonuple Tungstensteel Fluid Pipe
gregtech:fluid_pipe_nonuple:2036, Nonuple Vanadiumsteel Fluid Pipe
gregtech:item_pipe_small:300, Small Sterling Silver Item Pipe
gregtech:item_pipe_small:2014, Small Cobalt Brass Item Pipe
gregtech:item_pipe_small:302, Small Black Bronze Item Pipe
gregtech:item_pipe_small:331, Small Ultimet Item Pipe
gregtech:item_pipe_small:75, Small Osmium Item Pipe
gregtech:item_pipe_small:274, Small Cupronickel Item Pipe
gregtech:item_pipe_small:1007, Small Polyvinyl Chloride (PVC) Item Pipe
gregtech:item_pipe_small:23, Small Cobalt Item Pipe
gregtech:item_pipe_small:301, Small Rose Gold Item Pipe
gregtech:item_pipe_small:290, Small Magnalium Item Pipe
gregtech:item_pipe_small:277, Small Electrum Item Pipe
gregtech:item_pipe_small:80, Small Platinum Item Pipe
gregtech:item_pipe_small:3, Small Americium Item Pipe
gregtech:item_pipe_small:69, Small Nickel Item Pipe
gregtech:item_pipe_small:112, Small Tin Item Pipe
gregtech:item_pipe_small:259, Small Brass Item Pipe
gregtech:item_pipe_small:344, Small Osmiridium Item Pipe
gregtech:item_pipe_normal:300, Sterling Silver Item Pipe
gregtech:item_pipe_normal:2014, Cobalt Brass Item Pipe
gregtech:item_pipe_normal:302, Black Bronze Item Pipe
gregtech:item_pipe_normal:331, Ultimet Item Pipe
gregtech:item_pipe_normal:75, Osmium Item Pipe
gregtech:item_pipe_normal:274, Cupronickel Item Pipe
gregtech:item_pipe_normal:1007, Polyvinyl Chloride (PVC) Item Pipe
gregtech:item_pipe_normal:23, Cobalt Item Pipe
gregtech:item_pipe_normal:301, Rose Gold Item Pipe
gregtech:item_pipe_normal:290, Magnalium Item Pipe
gregtech:item_pipe_normal:277, Electrum Item Pipe
gregtech:item_pipe_normal:80, Platinum Item Pipe
gregtech:item_pipe_normal:3, Americium Item Pipe
gregtech:item_pipe_normal:69, Nickel Item Pipe
gregtech:item_pipe_normal:112, Tin Item Pipe
gregtech:item_pipe_normal:259, Brass Item Pipe
gregtech:item_pipe_normal:344, Osmiridium Item Pipe
gregtech:item_pipe_large:300, Large Sterling Silver Item Pipe
gregtech:item_pipe_large:2014, Large Cobalt Brass Item Pipe
gregtech:item_pipe_large:302, Large Black Bronze Item Pipe
gregtech:item_pipe_large:331, Large Ultimet Item Pipe
gregtech:item_pipe_large:75, Large Osmium Item Pipe
gregtech:item_pipe_large:274, Large Cupronickel Item Pipe
gregtech:item_pipe_large:1007, Large Polyvinyl Chloride (PVC) Item Pipe
gregtech:item_pipe_large:23, Large Cobalt Item Pipe
gregtech:item_pipe_large:301, Large Rose Gold Item Pipe
gregtech:item_pipe_large:290, Large Magnalium Item Pipe
gregtech:item_pipe_large:277, Large Electrum Item Pipe
gregtech:item_pipe_large:80, Large Platinum Item Pipe
gregtech:item_pipe_large:3, Large Americium Item Pipe
gregtech:item_pipe_large:69, Large Nickel Item Pipe
gregtech:item_pipe_large:112, Large Tin Item Pipe
gregtech:item_pipe_large:259, Large Brass Item Pipe
gregtech:item_pipe_large:344, Large Osmiridium Item Pipe
gregtech:item_pipe_huge:300, Huge Sterling Silver Item Pipe
gregtech:item_pipe_huge:2014, Huge Cobalt Brass Item Pipe
gregtech:item_pipe_huge:302, Huge Black Bronze Item Pipe
gregtech:item_pipe_huge:331, Huge Ultimet Item Pipe
gregtech:item_pipe_huge:75, Huge Osmium Item Pipe
gregtech:item_pipe_huge:274, Huge Cupronickel Item Pipe
gregtech:item_pipe_huge:1007, Huge Polyvinyl Chloride (PVC) Item Pipe
gregtech:item_pipe_huge:23, Huge Cobalt Item Pipe
gregtech:item_pipe_huge:301, Huge Rose Gold Item Pipe
gregtech:item_pipe_huge:290, Huge Magnalium Item Pipe
gregtech:item_pipe_huge:277, Huge Electrum Item Pipe
gregtech:item_pipe_huge:80, Huge Platinum Item Pipe
gregtech:item_pipe_huge:3, Huge Americium Item Pipe
gregtech:item_pipe_huge:69, Huge Nickel Item Pipe
gregtech:item_pipe_huge:112, Huge Tin Item Pipe
gregtech:item_pipe_huge:259, Huge Brass Item Pipe
gregtech:item_pipe_huge:344, Huge Osmiridium Item Pipe
gregtech:item_pipe_small_restrictive:300, Small Restrictive Sterling Silver Item Pipe
gregtech:item_pipe_small_restrictive:2014, Small Restrictive Cobalt Brass Item Pipe
gregtech:item_pipe_small_restrictive:302, Small Restrictive Black Bronze Item Pipe
gregtech:item_pipe_small_restrictive:331, Small Restrictive Ultimet Item Pipe
gregtech:item_pipe_small_restrictive:75, Small Restrictive Osmium Item Pipe
gregtech:item_pipe_small_restrictive:274, Small Restrictive Cupronickel Item Pipe
gregtech:item_pipe_small_restrictive:1007, Small Restrictive Polyvinyl Chloride (PVC) Item Pipe
gregtech:item_pipe_small_restrictive:23, Small Restrictive Cobalt Item Pipe
gregtech:item_pipe_small_restrictive:301, Small Restrictive Rose Gold Item Pipe
gregtech:item_pipe_small_restrictive:290, Small Restrictive Magnalium Item Pipe
gregtech:item_pipe_small_restrictive:277, Small Restrictive Electrum Item Pipe
gregtech:item_pipe_small_restrictive:80, Small Restrictive Platinum Item Pipe
gregtech:item_pipe_small_restrictive:3, Small Restrictive Americium Item Pipe
gregtech:item_pipe_small_restrictive:69, Small Restrictive Nickel Item Pipe
gregtech:item_pipe_small_restrictive:112, Small Restrictive Tin Item Pipe
gregtech:item_pipe_small_restrictive:259, Small Restrictive Brass Item Pipe
gregtech:item_pipe_small_restrictive:344, Small Restrictive Osmiridium Item Pipe
gregtech:item_pipe_normal_restrictive:300, Restrictive Sterling Silver Item Pipe
gregtech:item_pipe_normal_restrictive:2014, Restrictive Cobalt Brass Item Pipe
gregtech:item_pipe_normal_restrictive:302, Restrictive Black Bronze Item Pipe
gregtech:item_pipe_normal_restrictive:331, Restrictive Ultimet Item Pipe
gregtech:item_pipe_normal_restrictive:75, Restrictive Osmium Item Pipe
gregtech:item_pipe_normal_restrictive:274, Restrictive Cupronickel Item Pipe
gregtech:item_pipe_normal_restrictive:1007, Restrictive Polyvinyl Chloride (PVC) Item Pipe
gregtech:item_pipe_normal_restrictive:23, Restrictive Cobalt Item Pipe
gregtech:item_pipe_normal_restrictive:301, Restrictive Rose Gold Item Pipe
gregtech:item_pipe_normal_restrictive:290, Restrictive Magnalium Item Pipe
gregtech:item_pipe_normal_restrictive:277, Restrictive Electrum Item Pipe
gregtech:item_pipe_normal_restrictive:80, Restrictive Platinum Item Pipe
gregtech:item_pipe_normal_restrictive:3, Restrictive Americium Item Pipe
gregtech:item_pipe_normal_restrictive:69, Restrictive Nickel Item Pipe
gregtech:item_pipe_normal_restrictive:112, Restrictive Tin Item Pipe
gregtech:item_pipe_normal_restrictive:259, Restrictive Brass Item Pipe
gregtech:item_pipe_normal_restrictive:344, Restrictive Osmiridium Item Pipe
gregtech:item_pipe_large_restrictive:300, Large Restrictive Sterling Silver Item Pipe
gregtech:item_pipe_large_restrictive:2014, Large Restrictive Cobalt Brass Item Pipe
gregtech:item_pipe_large_restrictive:302, Large Restrictive Black Bronze Item Pipe
gregtech:item_pipe_large_restrictive:331, Large Restrictive Ultimet Item Pipe
gregtech:item_pipe_large_restrictive:75, Large Restrictive Osmium Item Pipe
gregtech:item_pipe_large_restrictive:274, Large Restrictive Cupronickel Item Pipe
gregtech:item_pipe_large_restrictive:1007, Large Restrictive Polyvinyl Chloride (PVC) Item Pipe
gregtech:item_pipe_large_restrictive:23, Large Restrictive Cobalt Item Pipe
gregtech:item_pipe_large_restrictive:301, Large Restrictive Rose Gold Item Pipe
gregtech:item_pipe_large_restrictive:290, Large Restrictive Magnalium Item Pipe
gregtech:item_pipe_large_restrictive:277, Large Restrictive Electrum Item Pipe
gregtech:item_pipe_large_restrictive:80, Large Restrictive Platinum Item Pipe
gregtech:item_pipe_large_restrictive:3, Large Restrictive Americium Item Pipe
gregtech:item_pipe_large_restrictive:69, Large Restrictive Nickel Item Pipe
gregtech:item_pipe_large_restrictive:112, Large Restrictive Tin Item Pipe
gregtech:item_pipe_large_restrictive:259, Large Restrictive Brass Item Pipe
gregtech:item_pipe_large_restrictive:344, Large Restrictive Osmiridium Item Pipe
gregtech:item_pipe_huge_restrictive:300, Huge Restrictive Sterling Silver Item Pipe
gregtech:item_pipe_huge_restrictive:2014, Huge Restrictive Cobalt Brass Item Pipe
gregtech:item_pipe_huge_restrictive:302, Huge Restrictive Black Bronze Item Pipe
gregtech:item_pipe_huge_restrictive:331, Huge Restrictive Ultimet Item Pipe
gregtech:item_pipe_huge_restrictive:75, Huge Restrictive Osmium Item Pipe
gregtech:item_pipe_huge_restrictive:274, Huge Restrictive Cupronickel Item Pipe
gregtech:item_pipe_huge_restrictive:1007, Huge Restrictive Polyvinyl Chloride (PVC) Item Pipe
gregtech:item_pipe_huge_restrictive:23, Huge Restrictive Cobalt Item Pipe
gregtech:item_pipe_huge_restrictive:301, Huge Restrictive Rose Gold Item Pipe
gregtech:item_pipe_huge_restrictive:290, Huge Restrictive Magnalium Item Pipe
gregtech:item_pipe_huge_restrictive:277, Huge Restrictive Electrum Item Pipe
gregtech:item_pipe_huge_restrictive:80, Huge Restrictive Platinum Item Pipe
gregtech:item_pipe_huge_restrictive:3, Huge Restrictive Americium Item Pipe
gregtech:item_pipe_huge_restrictive:69, Huge Restrictive Nickel Item Pipe
gregtech:item_pipe_huge_restrictive:112, Huge Restrictive Tin Item Pipe
gregtech:item_pipe_huge_restrictive:259, Huge Restrictive Brass Item Pipe
gregtech:item_pipe_huge_restrictive:344, Huge Restrictive Osmiridium Item Pipe
gregtech:optical_pipe_normal:0, Optical Fiber Cable
gregtech:laser_pipe_normal:0, Laser Transmitting Cable
gregtech:ld_item_pipe, Long Distance Item Pipe
gregtech:ld_fluid_pipe, Long Distance Fluid Pipe
gregtech:hermetic_casing:0, Hermetic Casing I
gregtech:hermetic_casing:1, Hermetic Casing II
gregtech:hermetic_casing:2, Hermetic Casing III
gregtech:hermetic_casing:3, Hermetic Casing IV
gregtech:hermetic_casing:4, Hermetic Casing V
gregtech:hermetic_casing:5, Hermetic Casing VI
gregtech:hermetic_casing:6, Hermetic Casing VII
gregtech:hermetic_casing:7, Hermetic Casing VIII
gregtech:hermetic_casing:8, Hermetic Casing IX
gregtech:cleanroom_casing:0, Plascrete
gregtech:cleanroom_casing:1, Filter Casing
gregtech:cleanroom_casing:2, Sterilizing Filter Casing
gregtech:computer_casing:0, Computer Casing
gregtech:computer_casing:1, Computer Heat Vent
gregtech:computer_casing:2, High Power Casing
gregtech:computer_casing:3, Advanced Computer Casing
gregtech:battery_block:0, Empty Tier I Capacitor
gregtech:battery_block:1, EV Lapotronic Capacitor
gregtech:battery_block:2, IV Lapotronic Capacitor
gregtech:battery_block:3, Empty Tier II Capacitor
gregtech:battery_block:4, LuV Lapotronic Capacitor
gregtech:battery_block:5, ZPM Lapotronic Capacitor
gregtech:battery_block:6, Empty Tier III Capacitor
gregtech:battery_block:7, UV Lapotronic Capacitor
gregtech:battery_block:8, UHV Ultimate Capacitor
gregtech:boiler_casing:0, Bronze Pipe Casing
gregtech:boiler_casing:1, Steel Pipe Casing
gregtech:boiler_casing:2, Titanium Pipe Casing
gregtech:boiler_casing:3, Tungstensteel Pipe Casing
gregtech:boiler_casing:4, PTFE Pipe Casing
gregtech:boiler_firebox_casing:0, Bronze Firebox Casing
gregtech:boiler_firebox_casing:1, Steel Firebox Casing
gregtech:boiler_firebox_casing:2, Titanium Firebox Casing
gregtech:boiler_firebox_casing:3, Tungstensteel Firebox Casing
gregtech:metal_casing:0, Bronze Machine Casing
gregtech:metal_casing:1, Firebricks
gregtech:metal_casing:2, Heat Proof Invar Machine Casing
gregtech:metal_casing:3, Frost Proof Aluminium Machine Casing
gregtech:metal_casing:4, Solid Steel Machine Casing
gregtech:metal_casing:5, Clean Stainless Steel Casing
gregtech:metal_casing:6, Stable Titanium Machine Casing
gregtech:metal_casing:7, Robust Tungstensteel Machine Casing
gregtech:metal_casing:8, Coke Oven Bricks
gregtech:metal_casing:9, Chemically Inert PTFE Machine Casing
gregtech:metal_casing:10, Sturdy HSS-E Machine Casing
gregtech:metal_casing:11, Palladium Substation Casing
gregtech:turbine_casing:0, Bronze Gearbox Casing
gregtech:turbine_casing:1, Steel Gearbox Casing
gregtech:turbine_casing:2, Stainless Steel Gearbox Casing
gregtech:turbine_casing:3, Titanium Gearbox Casing
gregtech:turbine_casing:4, Tungstensteel Gearbox Casing
gregtech:turbine_casing:5, Steel Turbine Casing
gregtech:turbine_casing:6, Titanium Turbine Casing
gregtech:turbine_casing:7, Stainless Turbine Casing
gregtech:turbine_casing:8, Tungstensteel Turbine Casing
gregtech:machine_casing:0, ULV Machine Casing
gregtech:machine_casing:1, LV Machine Casing
gregtech:machine_casing:2, MV Machine Casing
gregtech:machine_casing:3, HV Machine Casing
gregtech:machine_casing:4, EV Machine Casing
gregtech:machine_casing:5, IV Machine Casing
gregtech:machine_casing:6, LuV Machine Casing
gregtech:machine_casing:7, ZPM Machine Casing
gregtech:machine_casing:8, UV Machine Casing
gregtech:machine_casing:9, UHV Machine Casing
gregtech:machine_casing:10, UEV Machine Casing
gregtech:machine_casing:11, UIV Machine Casing
gregtech:machine_casing:12, UXV Machine Casing
gregtech:machine_casing:13, OpV Machine Casing
gregtech:machine_casing:14, MAX Machine Casing
gregtech:steam_casing:0, Bronze Hull
gregtech:steam_casing:1, Bricked Bronze Hull
gregtech:steam_casing:2, Steel Hull
gregtech:steam_casing:3, Bricked Wrought Iron Hull
gregtech:steam_casing:4, Pump Deck
gregtech:steam_casing:5, Wooden Wall
gregtech:multiblock_casing:0, Engine Intake Casing
gregtech:multiblock_casing:1, Extreme Engine Intake Casing
gregtech:multiblock_casing:2, Grate Machine Casing
gregtech:multiblock_casing:3, Assembly Control Casing
gregtech:multiblock_casing:4, Assembly Line Casing
gregtech:transparent_casing:0, Tempered Glass
gregtech:transparent_casing:1, Fusion Glass
gregtech:transparent_casing:2, Laminated Glass
gregtech:transparent_casing:3, Cleanroom Glass
gregtech:wire_coil:0, Cupronickel Coil Block
gregtech:wire_coil:1, Kanthal Coil Block
gregtech:wire_coil:2, Nichrome Coil Block
gregtech:wire_coil:3, RTM Alloy Coil Block
gregtech:wire_coil:4, HSS-G Coil Block
gregtech:wire_coil:5, Naquadah Coil Block
gregtech:wire_coil:6, Trinium Coil Block
gregtech:wire_coil:7, Tritanium Coil Block
gregtech:fusion_casing:0, Superconducting Coil Block
gregtech:fusion_casing:1, Fusion Coil Block
gregtech:fusion_casing:2, Fusion Machine Casing
gregtech:fusion_casing:3, Fusion Machine Casing MK II
gregtech:fusion_casing:4, Fusion Machine Casing MK III
gregtech:warning_sign:0, Yellow Stripes Block
gregtech:warning_sign:1, Yellow Stripes Block
gregtech:warning_sign:2, Radioactive Hazard Sign Block
gregtech:warning_sign:3, Bio Hazard Sign Block
gregtech:warning_sign:4, Explosion Hazard Sign Block
gregtech:warning_sign:5, Fire Hazard Sign Block
gregtech:warning_sign:6, Acid Hazard Sign Block
gregtech:warning_sign:7, Magic Hazard Sign Block
gregtech:warning_sign:8, Frost Hazard Sign Block
gregtech:warning_sign:9, Noise Hazard Sign Block
gregtech:warning_sign:10, Generic Hazard Sign Block
gregtech:warning_sign:11, High Voltage Hazard Sign Block
gregtech:warning_sign:12, Magnetic Hazard Sign Block
gregtech:warning_sign:13, Antimatter Hazard Sign Block
gregtech:warning_sign:14, High Temperature Hazard Sign Block
gregtech:warning_sign:15, Void Hazard Sign Block
gregtech:warning_sign_1:0, Mob Spawner Hazard Sign Block
gregtech:warning_sign_1:1, Spatial Storage Hazard Sign Block
gregtech:warning_sign_1:2, Laser Hazard Sign Block
gregtech:warning_sign_1:3, Mob Infestation Hazard Sign Block
gregtech:warning_sign_1:4, Boss Hazard Sign Block
gregtech:warning_sign_1:5, Gregification Hazard Sign Block
gregtech:warning_sign_1:6, Non-Standard Causality Hazard Sign Block
gregtech:warning_sign_1:7, Automated Defenses Hazard Sign Block
gregtech:warning_sign_1:8, High Pressure Hazard Sign Block
gregtech:metal_sheet:0, White Metal Sheet
gregtech:metal_sheet:1, Orange Metal Sheet
gregtech:metal_sheet:2, Magenta Metal Sheet
gregtech:metal_sheet:3, Light Blue Metal Sheet
gregtech:metal_sheet:4, Yellow Metal Sheet
gregtech:metal_sheet:5, Lime Metal Sheet
gregtech:metal_sheet:6, Pink Metal Sheet
gregtech:metal_sheet:7, Gray Metal Sheet
gregtech:metal_sheet:8, Light Gray Metal Sheet
gregtech:metal_sheet:9, Cyan Metal Sheet
gregtech:metal_sheet:10, Purple Metal Sheet
gregtech:metal_sheet:11, Blue Metal Sheet
gregtech:metal_sheet:12, Brown Metal Sheet
gregtech:metal_sheet:13, Green Metal Sheet
gregtech:metal_sheet:14, Red Metal Sheet
gregtech:metal_sheet:15, Black Metal Sheet
gregtech:large_metal_sheet:0, White Large Metal Sheet
gregtech:large_metal_sheet:1, Orange Large Metal Sheet
gregtech:large_metal_sheet:2, Magenta Large Metal Sheet
gregtech:large_metal_sheet:3, Light Blue Large Metal Sheet
gregtech:large_metal_sheet:4, Yellow Large Metal Sheet
gregtech:large_metal_sheet:5, Lime Large Metal Sheet
gregtech:large_metal_sheet:6, Pink Large Metal Sheet
gregtech:large_metal_sheet:7, Gray Large Metal Sheet
gregtech:large_metal_sheet:8, Light Gray Large Metal Sheet
gregtech:large_metal_sheet:9, Cyan Large Metal Sheet
gregtech:large_metal_sheet:10, Purple Large Metal Sheet
gregtech:large_metal_sheet:11, Blue Large Metal Sheet
gregtech:large_metal_sheet:12, Brown Large Metal Sheet
gregtech:large_metal_sheet:13, Green Large Metal Sheet
gregtech:large_metal_sheet:14, Red Large Metal Sheet
gregtech:large_metal_sheet:15, Black Large Metal Sheet
gregtech:studs:0, White Studs
gregtech:studs:1, Orange Studs
gregtech:studs:2, Magenta Studs
gregtech:studs:3, Light Blue Studs
gregtech:studs:4, Yellow Studs
gregtech:studs:5, Lime Studs
gregtech:studs:6, Pink Studs
gregtech:studs:7, Gray Studs
gregtech:studs:8, Light Gray Studs
gregtech:studs:9, Cyan Studs
gregtech:studs:10, Purple Studs
gregtech:studs:11, Blue Studs
gregtech:studs:12, Brown Studs
gregtech:studs:13, Green Studs
gregtech:studs:14, Red Studs
gregtech:studs:15, Black Studs
gregtech:white_lamp:0, White Lamp
gregtech:white_lamp:1, White Lamp
gregtech:white_lamp:2, White Lamp
